,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,0.2687385740402194,0.0,-0.25,-0.034482758620689655,-0.0010309278350515464,0.37666666666666665,0.0,0.95,0.833,0.125,0.7956989247311828,1.0,0.4,1.0,0.75,1.0,0.3333333333333333,0.5,0.65,0.2,0.0,0.0,0.3333333333333333,0.75,-1.0,0.4482758620689655,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0625,0.0,0.8095238095238095,1.0,1.0,1.0
1,0.5411334552102377,1.0,0.75,0.3103448275862069,0.25927835051546394,0.13,0.0,0.9833333333333333,0.927,0.375,0.6021505376344086,0.5,0.4,1.0,0.75,1.0,0.3333333333333333,0.5,0.6,0.2,1.0,0.0,0.3333333333333333,0.75,-1.0,0.5862068965517241,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1875,0.0,0.8571428571428571,1.0,1.0,1.0
2,0.47714808043875684,0.0,-0.25,0.41379310344827586,0.4639175257731959,0.24333333333333335,0.0,0.9666666666666667,-1.0,0.25,0.7311827956989247,1.0,0.8,1.0,0.75,1.0,0.3333333333333333,0.5,0.85,0.6,0.0,1.0,0.16666666666666666,0.75,-1.0,0.5517241379310345,0.1111111111111111,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.03125,0.0,0.8571428571428571,1.0,1.0,1.0
3,0.18647166361974407,1.0,0.75,0.3103448275862069,0.19175257731958764,0.13,0.0,0.9833333333333333,0.903,0.375,0.5806451612903226,0.5,0.8,1.0,0.75,0.5,0.3333333333333333,0.5,0.9,0.8,1.0,0.0,0.16666666666666666,0.25,0.0,-0.034482758620689655,-0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.03125,0.0,0.8095238095238095,1.0,1.0,1.0
4,0.04204753199268738,1.0,1.0,0.4482758620689655,0.27474226804123714,0.2866666666666667,0.0,0.9833333333333333,0.939,0.375,0.7419354838709677,0.5,0.4,1.0,0.75,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.16666666666666666,0.25,0.0,0.5172413793103449,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.7857142857142857,1.0,1.0,1.0
5,0.2870201096892139,0.0,0.25,-0.034482758620689655,-0.0010309278350515464,0.31333333333333335,0.0,0.8833333333333333,0.357,0.375,0.8279569892473119,0.5,0.4,1.0,0.25,0.5,0.3333333333333333,0.5,0.65,0.2,0.0,1.0,1.0,0.75,-1.0,0.41379310344827586,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.0,0.7857142857142857,1.0,1.0,1.0
6,0.9177330895795247,1.0,0.5,0.27586206896551724,0.3185567010309278,0.28,0.0,0.8833333333333333,0.9,0.375,0.8387096774193549,0.5,0.4,1.0,0.75,0.5,0.3333333333333333,0.5,0.8,0.6,1.0,0.0,1.0,0.75,-1.0,0.6896551724137931,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0625,-1.0,0.8333333333333334,1.0,1.0,1.0
7,0.08592321755027423,1.0,0.75,0.3448275862068966,0.2154639175257732,0.17,0.0,0.9666666666666667,0.697,0.375,0.6774193548387096,1.0,0.2,1.0,0.75,0.5,0.3333333333333333,0.5,1.0,0.8,1.0,1.0,0.16666666666666666,0.25,1.0,0.5862068965517241,0.1111111111111111,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.8571428571428571,1.0,1.0,1.0
8,0.31078610603290674,1.0,0.5,0.3448275862068966,0.5685567010309278,0.17666666666666667,0.0,0.85,0.612,0.375,0.7741935483870968,0.5,0.8,1.0,0.75,1.0,0.3333333333333333,0.5,0.9,0.8,1.0,0.0,0.16666666666666666,0.75,-1.0,-0.034482758620689655,-0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09375,0.0,0.7857142857142857,1.0,1.0,1.0
9,0.15356489945155394,1.0,1.0,0.41379310344827586,0.5752577319587628,0.36666666666666664,0.0,0.95,0.867,0.75,0.7526881720430108,0.5,0.8,1.0,0.75,-0.5,0.3333333333333333,0.5,0.9,0.8,1.0,0.0,0.16666666666666666,0.75,-1.0,-0.034482758620689655,-0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.03125,0.0,0.7142857142857143,1.0,0.5,0.5
